Date,NVDA,QQQ,TSLA
2023-01-04,0.03031776737958114,0.004763864503384729,0.05124885285593783
2023-01-05,-0.03281588361436116,-0.015654611457972978,-0.029039097760312105
2023-01-06,0.041640524289391356,0.027601466770512006,0.024651090365942707
2023-01-09,0.051753055811882165,0.006473598402805036,0.059349011404278285
2023-01-10,0.017980757977745565,0.008464240699049386,-0.007681374256751861
2023-01-11,0.005782656387002039,0.017300210893303358,0.036769060182475055
2023-01-12,0.03187302881201437,0.005404466353664317,0.0027592625752506095
2023-01-13,0.023499530488094722,0.006880495751505178,-0.009388119582672827
2023-01-17,0.04751764516484358,0.0020288406344135534,0.07426473736900463
2023-01-18,-0.018359542377354376,-0.013000080451498253,-0.020609982513142944
2023-01-19,-0.03521894434026651,-0.009824550041704683,-0.012501946153228194
2023-01-20,0.0640620895081836,0.027367196284372675,0.0491468120625187
2023-01-23,0.07590116418757353,0.022215829132242737,0.07742468874848996
2023-01-24,0.0037512594302466784,-0.002041892513085841,0.0009739087975544347
2023-01-25,0.0030107416913252028,-0.0022190868367285566,0.003752820129427681
2023-01-26,0.024788934173150645,0.019497289473022983,0.10967259156647335
2023-01-27,0.02843153465363235,0.009954312909763008,0.11000180416824756
2023-01-30,-0.05907186444675705,-0.020218780457304963,-0.06318150994943417
2023-01-31,0.019570148967028578,0.01498607878933833,0.03936155894904236
2023-02-01,0.07196592550450043,0.021383422994801782,0.047280928205116535
2023-02-02,0.03657525049465371,0.03589018753526996,0.03781489703913388
2023-02-03,-0.028052897286768852,-0.01777261775434269,0.009082654784473565
2023-02-06,-0.0005211713180603983,-0.008458930631134454,0.025160537355481072
2023-02-07,0.05140116100750047,0.020718708333086422,0.010525791279409002
2023-02-08,0.001443164702366273,-0.01778122575950747,0.022763049555982517
2023-02-09,0.005944722728062235,-0.008837892023704552,0.029956849516678652
2023-02-10,-0.04799220715417707,-0.0065632796362972146,-0.05030873801899527
2023-02-13,0.02459425476872701,0.01601603632813897,-0.011427700782035255
2023-02-14,0.05429604315377401,0.007389209996689239,0.0750616556523096
2023-02-15,-0.009011352600493128,0.007661017257746483,0.02384709913101113
2023-02-16,-0.033473810805778825,-0.018764359531757813,-0.05694553722096751
2023-02-17,-0.027906655486997223,-0.0070555850466077485,0.031033480898909227
2023-02-21,-0.03427145213807059,-0.023675156014903553,-0.05251789433835996
2023-02-22,0.004792982530084755,0.0007482854649425441,0.017682553475729224
2023-02-23,0.14021373041921392,0.008734084461714753,0.006024129792842503
2023-02-24,-0.015973577155750762,-0.01674417875343004,-0.025684180003413215
2023-02-27,0.009233060581342656,0.007161225978413288,0.0546017865369246
2023-02-28,-0.012127066111925933,-0.0012927735783132555,-0.009247209573726933
2023-03-01,-0.0223123053359785,-0.008039163812812888,-0.014291975817664837
2023-03-02,0.027139092453904334,0.00827586383257839,-0.05853928157947319
2023-03-03,0.024706046419227023,0.020673705955524868,0.03609219282314147
2023-03-06,-0.01406443167769622,0.0011344500924788115,-0.020122331071529054
2023-03-07,-0.011125182128899569,-0.012265624862646374,-0.03147407730028162
2023-03-08,0.038345808579559604,0.0049942517783887475,-0.03041929843714275
2023-03-09,-0.030809240775071967,-0.01732597425071203,-0.04989011995084991
2023-03-10,-0.020097259306185666,-0.014043631077282681,0.0030071956856769777
2023-03-13,4.347122828085581e-05,0.0074163571051755195,0.005996271168666301
2023-03-14,0.04776623702392446,0.022980175230587374,0.050320947926932424
2023-03-15,0.006857040684928206,0.005245629737463897,-0.015333393227232373
2023-03-16,0.054193511688062745,0.026360946340203695,0.020393505108375454
2023-03-17,0.007204084461937654,-0.004726128666231122,-0.02172378153438792
2023-03-20,0.006802697868991681,0.0035488539485952764,0.017320796272765726
2023-03-21,0.01154450096244708,0.014282513297084742,0.07819919143822474
2023-03-22,0.010267552046676176,-0.013598139970030343,-0.03254381959196684
2023-03-23,0.027315892048696666,0.011858110316767423,0.0055977366381618765
2023-03-24,-0.015151982092639793,0.0036806789708021537,-0.009416281069083654
2023-03-27,-0.009260938977182387,-0.006851563312761821,0.007352522816861606
2023-03-28,-0.004560867894481624,-0.005311508958386613,-0.013659325116185062
2023-03-29,0.02173425489983649,0.018234062646075522,0.024789906342217005
2023-03-30,0.014786552131351938,0.009465145570301203,0.007220929756684091
2023-03-31,0.014388529328626998,0.01663077798458512,0.06237201971890638
2023-04-03,0.006768067185889848,-0.0024303749275892406,-0.061168427796826186
2023-04-04,-0.018308500825884533,-0.0033734818509153497,-0.011244043709844997
2023-04-05,-0.020835582942634323,-0.009872449187650956,-0.036660076287605925
2023-04-06,0.005803315569637091,0.006742181902016142,-0.002479553165553039
2023-04-10,0.020046678271517404,-0.0005659269323068372,-0.0029720256079851515
2023-04-11,-0.014866414957167118,-0.006417795254885839,0.012357047570192181
2023-04-12,-0.024807731422234247,-0.008833722441394243,-0.03346003653646468
2023-04-13,-0.0012078314450866268,0.0195820211455624,0.029688716127604264
2023-04-14,0.011147703647055973,-0.0018796417760940098,-0.004841279860318459
2023-04-17,0.009118899668419944,0.000847310108887056,0.011026990735853115
2023-04-18,0.024627703741971763,6.267099099743767e-05,-0.014595786064655836
2023-04-19,0.009541998689410303,-0.00047044018899999873,-0.020183393575926356
2023-04-20,-0.02960866266435458,-0.00762438754210637,-0.09745828230593856
2023-04-21,0.0005534783001857058,0.0010434696752705808,0.012822849668400638
2023-04-24,-0.0028392743907628137,-0.0020845682652075315,-0.015325895028073244
2023-04-25,-0.029620635212732727,-0.0188637452471222,-0.011565701922588656
2023-04-26,0.027247473173231285,0.006064555137202721,-0.04306963495243776
2023-04-27,0.010016245143398939,0.027191006369614135,0.041886194740853755
2023-04-28,0.019209636318791246,0.0068985452081729015,0.025719427270091355
2023-05-01,0.04183928992638686,-0.0011469545341344922,-0.015093395194377579
2023-05-02,-0.024213189687736003,-0.008721556072372794,-0.00939259874721976
2023-05-03,-0.014462905543003002,-0.006544204126866293,0.0018713932775662467
2023-05-04,-0.008632429568469102,-0.0035294546109969627,0.003673471985857102
2023-05-05,0.04056303556353069,0.021254282304693506,0.05496278398315546
2023-05-08,0.016422573444440314,0.0024775067581668253,0.010172855182730478
2023-05-09,-0.019896439664091936,-0.006333220301640519,-0.015367597024416146
2023-05-10,0.010990240733039114,0.010881867807719381,-0.0036062703657255835
2023-05-11,-0.01062830728258879,0.0032600608106390094,0.021003967520705658
2023-05-12,-0.008328093375317147,-0.0035868079318344126,-0.023826162598143963
2023-05-15,0.02163016836613396,0.005415067657130512,-0.009703474612936969
2023-05-16,0.008980053928187681,0.0011321079542956358,0.001021930644472091
2023-05-17,0.03303317961040397,0.012103985396016093,0.04407876621166107
2023-05-18,0.04970529806916679,0.018573329594641086,0.01742780840135616
2023-05-19,-0.013069062155234734,-0.0022531987292804256,0.018373000232992265
2023-05-22,-0.0028148245022282525,0.0033580627892193515,0.04846228354123516
2023-05-23,-0.015653109149355693,-0.012676384714457867,-0.01641335799687571
2023-05-24,-0.004887825581613048,-0.005129670597233349,-0.015449266889003499
